"Step","ScopeEnhancedDualEncoder-without_hard_neg_granularity4_scope_aware - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_granularity4_scope_aware - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_granularity4_scope_aware - train_retrieval_acc__MAX","ScopeEnhancedDualEncoder-without_hard_neg_granularity4_cls - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_granularity4_cls - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_granularity4_cls - train_retrieval_acc__MAX","ScopeEnhancedDualEncoder-without_hard_neg_granularity2_scope_aware - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_granularity2_scope_aware - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_granularity2_scope_aware - train_retrieval_acc__MAX","ScopeEnhancedDualEncoder-without_hard_neg_granularity2_cls - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_granularity2_cls - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_granularity2_cls - train_retrieval_acc__MAX","ScopeEnhancedDualEncoder-without_hard_neg_base - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_base - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_base - train_retrieval_acc__MAX","ScopeEnhancedDualEncoder-without_hard_neg_granularity3_scope_aware - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_granularity3_scope_aware - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_granularity3_scope_aware - train_retrieval_acc__MAX","ScopeEnhancedDualEncoder-without_hard_neg_granularity3_cls - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_granularity3_cls - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_granularity3_cls - train_retrieval_acc__MAX","ScopeEnhancedDualEncoder-without_hard_neg_granularity5_scope_aware - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_granularity5_scope_aware - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_granularity5_scope_aware - train_retrieval_acc__MAX","ScopeEnhancedDualEncoder-without_hard_neg_granularity5_cls - train_retrieval_acc","ScopeEnhancedDualEncoder-without_hard_neg_granularity5_cls - train_retrieval_acc__MIN","ScopeEnhancedDualEncoder-without_hard_neg_granularity5_cls - train_retrieval_acc__MAX"
"11","0.7028333333333333","0.7028333333333333","0.7028333333333333","0.6838888888888889","0.6838888888888889","0.6838888888888889","0.6884861111111111","0.6884861111111111","0.6884861111111111","0.6743333333333333","0.6743333333333333","0.6743333333333333","0.6707638888888889","0.6707638888888889","0.6707638888888889","0.6964583333333333","0.6964583333333333","0.6964583333333333","0.6815972222222222","0.6815972222222222","0.6815972222222222","0.705625","0.705625","0.705625","0.6798888888888889","0.6798888888888889","0.6798888888888889"
"12","0.7080416666666667","0.7080416666666667","0.7080416666666667","0.6905138888888889","0.6905138888888889","0.6905138888888889","0.6945","0.6945","0.6945","0.6797777777777778","0.6797777777777778","0.6797777777777778","0.6790555555555555","0.6790555555555555","0.6790555555555555","0.7034305555555556","0.7034305555555556","0.7034305555555556","0.6886666666666666","0.6886666666666666","0.6886666666666666","0.7106944444444444","0.7106944444444444","0.7106944444444444","0.6872638888888889","0.6872638888888889","0.6872638888888889"
"13","0.7152222222222222","0.7152222222222222","0.7152222222222222","0.6960416666666667","0.6960416666666667","0.6960416666666667","0.6988472222222222","0.6988472222222222","0.6988472222222222","0.6865416666666667","0.6865416666666667","0.6865416666666667","0.6855","0.6855","0.6855","0.7099444444444445","0.7099444444444445","0.7099444444444445","0.6968888888888889","0.6968888888888889","0.6968888888888889","0.7180277777777778","0.7180277777777778","0.7180277777777778","0.6954861111111111","0.6954861111111111","0.6954861111111111"
"14","0.7198472222222222","0.7198472222222222","0.7198472222222222","0.7027222222222222","0.7027222222222222","0.7027222222222222","0.705375","0.705375","0.705375","0.6921805555555556","0.6921805555555556","0.6921805555555556","0.694","0.694","0.694","0.7160833333333333","0.7160833333333333","0.7160833333333333","0.7000138888888889","0.7000138888888889","0.7000138888888889","0.7246527777777778","0.7246527777777778","0.7246527777777778","0.7006666666666667","0.7006666666666667","0.7006666666666667"
"15","0.7268472222222222","0.7268472222222222","0.7268472222222222","0.7104583333333333","0.7104583333333333","0.7104583333333333","0.7117638888888889","0.7117638888888889","0.7117638888888889","0.6958472222222222","0.6958472222222222","0.6958472222222222","0.7008472222222222","0.7008472222222222","0.7008472222222222","0.7227916666666667","0.7227916666666667","0.7227916666666667","0.7049166666666666","0.7049166666666666","0.7049166666666666","0.7304583333333333","0.7304583333333333","0.7304583333333333","0.7065694444444445","0.7065694444444445","0.7065694444444445"
"16","0.7327222222222223","0.7327222222222223","0.7327222222222223","0.7154583333333333","0.7154583333333333","0.7154583333333333","0.7185972222222222","0.7185972222222222","0.7185972222222222","0.7009444444444445","0.7009444444444445","0.7009444444444445","0.707125","0.707125","0.707125","0.72775","0.72775","0.72775","0.7098333333333333","0.7098333333333333","0.7098333333333333","0.7367361111111111","0.7367361111111111","0.7367361111111111","0.7115416666666666","0.7115416666666666","0.7115416666666666"
"17","0.7386527777777778","0.7386527777777778","0.7386527777777778","0.7218333333333333","0.7218333333333333","0.7218333333333333","0.7252222222222222","0.7252222222222222","0.7252222222222222","0.7063472222222222","0.7063472222222222","0.7063472222222222","0.7138333333333333","0.7138333333333333","0.7138333333333333","0.7338333333333333","0.7338333333333333","0.7338333333333333","0.7184861111111112","0.7184861111111112","0.7184861111111112","0.7432777777777778","0.7432777777777778","0.7432777777777778","0.7178055555555556","0.7178055555555556","0.7178055555555556"
"18","0.7462638888888888","0.7462638888888888","0.7462638888888888","0.7252638888888889","0.7252638888888889","0.7252638888888889","0.7301388888888889","0.7301388888888889","0.7301388888888889","0.7125277777777778","0.7125277777777778","0.7125277777777778","0.72175","0.72175","0.72175","0.7396666666666667","0.7396666666666667","0.7396666666666667","0.720625","0.720625","0.720625","0.7505833333333334","0.7505833333333334","0.7505833333333334","0.7226388888888889","0.7226388888888889","0.7226388888888889"
"19","0.753","0.753","0.753","0.7312638888888889","0.7312638888888889","0.7312638888888889","0.7356388888888888","0.7356388888888888","0.7356388888888888","0.7150277777777778","0.7150277777777778","0.7150277777777778","0.7294027777777777","0.7294027777777777","0.7294027777777777","0.7459027777777778","0.7459027777777778","0.7459027777777778","0.7247361111111111","0.7247361111111111","0.7247361111111111","0.7554722222222222","0.7554722222222222","0.7554722222222222","0.7279722222222222","0.7279722222222222","0.7279722222222222"
"20","0.7593611111111112","0.7593611111111112","0.7593611111111112","0.7342916666666667","0.7342916666666667","0.7342916666666667","0.7410833333333333","0.7410833333333333","0.7410833333333333","","","","0.7379861111111111","0.7379861111111111","0.7379861111111111","0.7519722222222223","0.7519722222222223","0.7519722222222223","0.7302638888888889","0.7302638888888889","0.7302638888888889","","","","0.7327777777777778","0.7327777777777778","0.7327777777777778"
"21","0.7654861111111111","0.7654861111111111","0.7654861111111111","","","","0.7459027777777778","0.7459027777777778","0.7459027777777778","","","","0.7449722222222223","0.7449722222222223","0.7449722222222223","0.7577916666666666","0.7577916666666666","0.7577916666666666","0.73625","0.73625","0.73625","","","","0.7363055555555555","0.7363055555555555","0.7363055555555555"
"22","0.7706388888888889","0.7706388888888889","0.7706388888888889","","","","0.7515138888888889","0.7515138888888889","0.7515138888888889","","","","","","","","","","0.7384027777777777","0.7384027777777777","0.7384027777777777","","","","0.7409583333333334","0.7409583333333334","0.7409583333333334"
"23","0.7742777777777777","0.7742777777777777","0.7742777777777777","","","","0.7579444444444444","0.7579444444444444","0.7579444444444444","","","","","","","","","","0.7420694444444444","0.7420694444444444","0.7420694444444444","","","","0.7461944444444445","0.7461944444444445","0.7461944444444445"
"24","","","","","","","","","","","","","","","","","","","0.7469444444444444","0.7469444444444444","0.7469444444444444","","","","0.7493333333333333","0.7493333333333333","0.7493333333333333"
"25","","","","","","","","","","","","","","","","","","","","","","","","","0.7527361111111112","0.7527361111111112","0.7527361111111112"
